0.000219, 0.000949
0.000064, 0.000760
0.000060, 0.000754
0.000061, 0.000755
0.000060, 0.000742
0.000057, 0.000721
0.000058, 0.000735
0.000058, 0.000724
0.000058, 0.000721
0.000057, 0.000719
0.000079, 0.000850
0.000066, 0.000726
0.000058, 0.000755
0.000058, 0.000722
0.000058, 0.000723
0.000058, 0.000723
0.000058, 0.000724
0.000058, 0.000725
0.000057, 0.000722
0.000058, 0.000726
0.000072, 0.000812
0.000098, 0.000732
0.000058, 0.000728
0.000058, 0.000726
0.000058, 0.000724
0.000058, 0.000725
0.000058, 0.000727
0.000058, 0.000726
0.000063, 0.000730
0.000058, 0.000741
0.000089, 0.000780
0.000062, 0.000726
0.000075, 0.000725
0.000060, 0.000728
0.000058, 0.000725
0.000058, 0.000723
0.000058, 0.000725
0.000058, 0.000726
0.000057, 0.000726
0.000058, 0.000727
0.000058, 0.000793
0.000069, 0.000723
0.000058, 0.000723
0.000074, 0.000744
0.000059, 0.000723
0.000057, 0.000722
0.000058, 0.000728
0.000057, 0.000723
0.000057, 0.000722
0.000058, 0.000724
0.000145, 0.000957
0.000073, 0.000759
0.000067, 0.000742
0.000061, 0.000756
0.000085, 0.000730
0.000059, 0.000728
0.000058, 0.000729
0.000058, 0.000725
0.000058, 0.000924
0.000065, 0.000726
0.000059, 0.000725
0.000107, 0.000727
0.000058, 0.000723
0.000058, 0.000721
0.000058, 0.000724
0.000076, 0.000725
0.000058, 0.000724
0.000058, 0.000726
0.000060, 0.000723
0.000058, 0.001041
0.000089, 0.001083
0.000084, 0.001042
0.000084, 0.001047
0.000083, 0.001037
0.000084, 0.000982
0.000068, 0.000723
0.000077, 0.000723
0.000062, 0.000721
0.000061, 0.000721
0.000064, 0.000830
0.000065, 0.000723
0.000058, 0.000723
0.000060, 0.000719
0.000059, 0.000722
0.000062, 0.000723
0.000057, 0.000722
0.000058, 0.000827
0.000107, 0.001043
0.000084, 0.001041
0.000083, 0.001043
0.000083, 0.001046
0.000088, 0.001040
0.000086, 0.000865
0.000069, 0.000729
0.000058, 0.000725
0.000063, 0.000727
0.000058, 0.000724
0.000078, 0.000834
0.000066, 0.000726
0.000059, 0.000731
